date;animal quantity;grass quantity;average animal energy;average animal life span;average children quantity;
2142;21;68;38.0;83.3;2.29;
2143;21;68;37.95;83.3;2.29;
2144;20;69;39.35;83.16;2.4;
2145;20;68;39.85;83.16;2.4;
2146;20;68;39.85;83.16;2.4;
2147;20;70;38.85;83.16;2.4;
2148;20;69;39.35;83.16;2.4;
2149;20;69;39.35;83.16;2.4;
2150;20;68;39.85;83.16;2.4;
2151;20;69;39.35;83.16;2.4;
2152;20;71;38.35;83.16;2.4;
2153;20;70;38.85;83.16;2.4;
2154;20;72;37.85;83.16;2.4;
2155;20;73;37.35;83.16;2.4;
2156;20;74;36.85;83.16;2.4;
2157;20;73;37.35;83.16;2.4;
2158;20;74;36.85;83.16;2.4;
2159;19;74;38.84;83.06;2.53;
2160;19;76;37.84;83.06;2.53;
2161;19;77;37.37;83.06;2.53;
2162;18;76;39.56;83.38;2.11;
2163;18;76;39.67;83.38;2.11;
2164;18;75;40.33;83.38;2.11;
2165;18;77;39.33;83.38;2.11;
2166;18;78;38.89;83.38;2.11;
2167;19;76;38.0;83.38;2.11;
2168;20;74;36.7;83.38;2.1;
2169;20;74;36.8;83.26;2.2;
2170;20;71;38.3;83.26;2.2;
2171;21;73;35.52;83.26;2.19;
2172;21;72;35.95;83.26;2.19;
2173;23;72;32.83;83.26;2.17;
2174;25;71;30.08;83.26;2.16;
2175;25;69;30.68;83.26;2.16;
2176;25;71;29.68;83.26;2.16;
2177;25;71;29.48;83.26;2.16;
2178;25;69;29.68;83.26;2.16;
2179;24;67;31.58;83.2;2.25;
2180;24;68;31.0;83.2;2.25;
2181;25;70;28.8;83.2;2.24;
2182;26;70;27.15;83.2;2.23;
2183;27;67;26.7;83.2;2.22;
2184;28;69;24.79;83.2;2.21;
2185;28;68;24.86;83.2;2.21;
2186;28;68;24.57;83.2;2.21;
2187;28;64;25.71;83.2;2.21;
2188;28;63;25.79;83.2;2.21;
2189;28;60;26.57;83.2;2.21;
2190;30;60;24.57;83.2;2.2;
2191;31;57;24.42;83.2;2.19;
2192;32;57;23.34;83.13;2.25;
2193;32;56;23.28;83.13;2.25;
2194;31;55;24.0;83.11;2.13;
2195;31;56;23.32;83.11;2.13;
2196;31;57;22.65;83.11;2.13;
2197;31;56;22.61;83.11;2.13;
2198;30;54;23.7;83.65;1.93;
2199;30;53;23.7;83.65;1.93;
2200;30;51;24.03;83.65;1.93;
2201;31;50;23.26;83.65;1.94;
2202;31;50;22.9;83.65;1.94;
2203;31;51;22.29;83.51;2.0;
2204;32;52;21.03;83.4;2.03;
2205;32;50;21.28;83.4;2.03;
2206;32;49;21.22;83.4;2.03;
2207;30;50;21.97;83.19;2.17;
2208;28;49;23.61;83.0;2.25;
2209;28;50;22.96;83.0;2.25;
2210;28;49;23.04;83.0;2.25;
2211;28;49;22.75;83.0;2.25;
2212;26;50;23.88;82.8;2.38;
2213;26;49;24.04;82.8;2.38;
2214;26;48;24.19;82.8;2.38;
2215;25;48;24.96;82.72;2.48;
2216;24;48;25.83;82.6;2.58;
2217;24;47;26.08;82.6;2.58;
2218;24;48;25.5;82.6;2.58;
2219;24;46;26.17;82.6;2.58;
2220;22;46;28.45;82.74;2.82;
2221;22;45;28.82;82.74;2.82;
2222;21;45;30.14;82.65;2.81;
2223;20;45;31.65;82.58;2.95;
2224;20;46;31.15;82.58;2.95;
2225;20;46;31.15;82.58;2.95;
2226;19;44;33.89;82.48;3.05;
2227;18;46;34.78;82.64;2.78;
2228;18;48;33.78;82.64;2.78;
2229;17;48;35.94;82.52;2.94;
2230;17;49;35.53;82.52;2.94;
2231;17;51;34.53;82.52;2.94;
2232;17;51;34.71;82.52;2.94;
2233;17;53;33.71;82.52;2.94;
2234;17;53;33.88;82.52;2.94;
2235;17;53;34.06;82.52;2.94;
2236;16;54;35.81;82.95;2.69;
2237;16;56;34.81;82.95;2.69;
2238;17;58;31.82;82.95;2.65;
2239;19;59;27.63;82.95;2.58;
2240;20;58;26.35;82.95;2.55;
2241;20;59;25.9;82.88;2.65;
2242;21;60;23.76;82.88;2.62;
2243;22;61;21.77;82.88;2.59;
2244;21;61;22.29;83.43;2.24;
2245;21;61;21.76;83.43;2.24;
mean;18.98;67.45;33.01;68.96;2.41;
